codigo_municipio,sigla_estado,nome_municipio,numero_de_estabelecimentos_agricolas,numero_de_tratores_em_uso
3153608,MG,Prudente de Morais,30.0,44.0
3153707,MG,Quartel Geral,71.0,98.0
3153806,MG,Queluzito,22.0,30.0
3153905,MG,Raposos,1.0,
3154002,MG,Raul Soares,114.0,146.0
3154101,MG,Recreio,20.0,24.0
3154150,MG,Reduto,69.0,87.0
3154200,MG,Resende Costa,126.0,160.0
3154309,MG,Resplendor,71.0,85.0
3154408,MG,Ressaquinha,70.0,89.0
3154457,MG,Riachinho,122.0,209.0
3154507,MG,Riacho dos Machados,27.0,51.0
3154606,MG,Ribeirão das Neves,31.0,32.0
3154705,MG,Ribeirão Vermelho,26.0,31.0
3154804,MG,Rio Acima,17.0,18.0
3154903,MG,Rio Casca,70.0,95.0
3155009,MG,Rio Doce,10.0,
3155108,MG,Rio do Prado,4.0,
3155207,MG,Rio Espera,38.0,39.0
3155306,MG,Rio Manso,54.0,61.0
3155405,MG,Rio Novo,40.0,51.0
3155504,MG,Rio Paranaíba,391.0,1493.0
3155603,MG,Rio Pardo de Minas,216.0,298.0
3155702,MG,Rio Piracicaba,43.0,56.0
3155801,MG,Rio Pomba,40.0,53.0
3155900,MG,Rio Preto,14.0,17.0
3156007,MG,Rio Vermelho,27.0,30.0
3156106,MG,Ritápolis,68.0,102.0
3156205,MG,Rochedo de Minas,16.0,18.0
3156304,MG,Rodeiro,13.0,
3156403,MG,Romaria,99.0,411.0
3156452,MG,Rosário da Limeira,27.0,27.0
3156502,MG,Rubelita,38.0,47.0
3156601,MG,Rubim,7.0,7.0
3156700,MG,Sabará,15.0,18.0
3156809,MG,Sabinópolis,69.0,76.0
3156908,MG,Sacramento,555.0,1298.0
3157005,MG,Salinas,220.0,252.0
3157104,MG,Salto da Divisa,24.0,32.0
3157203,MG,Santa Bárbara,32.0,41.0
3157252,MG,Santa Bárbara do Leste,40.0,45.0
3157278,MG,Santa Bárbara do Monte Verde,38.0,48.0
3157302,MG,Santa Bárbara do Tugúrio,12.0,14.0
3157336,MG,Santa Cruz de Minas,1.0,
3157377,MG,Santa Cruz de Salinas,17.0,19.0
3157401,MG,Santa Cruz do Escalvado,22.0,33.0
3157500,MG,Santa Efigênia de Minas,5.0,7.0
3157609,MG,Santa Fé de Minas,86.0,147.0
3157658,MG,Santa Helena de Minas,,
3157708,MG,Santa Juliana,156.0,438.0
3157807,MG,Santa Luzia,37.0,41.0
3157906,MG,Santa Margarida,98.0,115.0
3158003,MG,Santa Maria de Itabira,34.0,41.0
3158102,MG,Santa Maria do Salto,4.0,5.0
3158201,MG,Santa Maria do Suaçuí,20.0,22.0
3158300,MG,Santana da Vargem,155.0,290.0
3158409,MG,Santana de Cataguases,11.0,
3158508,MG,Santana de Pirapama,117.0,146.0
3158607,MG,Santana do Deserto,25.0,37.0
3158706,MG,Santana do Garambéu,9.0,10.0
3158805,MG,Santana do Jacaré,23.0,32.0
3158904,MG,Santana do Manhuaçu,144.0,150.0
3158953,MG,Santana do Paraíso,8.0,
3159001,MG,Santana do Riacho,14.0,15.0
3159100,MG,Santana dos Montes,19.0,25.0
3159209,MG,Santa Rita de Caldas,323.0,445.0
3159308,MG,Santa Rita de Jacutinga,9.0,9.0
3159357,MG,Santa Rita de Minas,29.0,34.0
3159407,MG,Santa Rita de Ibitipoca,30.0,38.0
3159506,MG,Santa Rita do Itueto,68.0,70.0
3159605,MG,Santa Rita do Sapucaí,134.0,202.0
3159704,MG,Santa Rosa da Serra,127.0,180.0
3159803,MG,Santa Vitória,411.0,764.0
3159902,MG,Santo Antônio do Amparo,175.0,361.0
3160009,MG,Santo Antônio do Aventureiro,44.0,50.0
3160108,MG,Santo Antônio do Grama,27.0,28.0
3160207,MG,Santo Antônio do Itambé,9.0,10.0
3160306,MG,Santo Antônio do Jacinto,4.0,4.0
3160405,MG,Santo Antônio do Monte,258.0,363.0
3160454,MG,Santo Antônio do Retiro,44.0,44.0
3160504,MG,Santo Antônio do Rio Abaixo,3.0,
3160603,MG,Santo Hipólito,40.0,66.0
3160702,MG,Santos Dumont,54.0,65.0
3160801,MG,São Bento Abade,42.0,81.0
3160900,MG,São Brás do Suaçuí,8.0,9.0
3160959,MG,São Domingos das Dores,31.0,38.0
3161007,MG,São Domingos do Prata,51.0,69.0
3161056,MG,São Félix de Minas,2.0,
3161106,MG,São Francisco,209.0,271.0
3161205,MG,São Francisco de Paula,108.0,170.0
3161304,MG,São Francisco de Sales,171.0,285.0
3161403,MG,São Francisco do Glória,12.0,12.0
3161502,MG,São Geraldo,34.0,37.0
3161601,MG,São Geraldo da Piedade,13.0,16.0
3161650,MG,São Geraldo do Baixio,13.0,16.0
3161700,MG,São Gonçalo do Abaeté,108.0,182.0
3161809,MG,São Gonçalo do Pará,61.0,69.0
3161908,MG,São Gonçalo do Rio Abaixo,31.0,32.0
3162005,MG,São Gonçalo do Sapucaí,323.0,586.0
3162104,MG,São Gotardo,218.0,437.0
3162203,MG,São João Batista do Glória,132.0,279.0
3162252,MG,São João da Lagoa,72.0,96.0
3162302,MG,São João da Mata,98.0,113.0
3162401,MG,São João da Ponte,154.0,229.0
3162450,MG,São João das Missões,6.0,
3162500,MG,São João del Rei,281.0,473.0
3162559,MG,São João do Manhuaçu,62.0,
3162575,MG,São João do Manteninha,6.0,6.0
3162609,MG,São João do Oriente,26.0,34.0
3162658,MG,São João do Pacuí,55.0,65.0
3162708,MG,São João do Paraíso,62.0,88.0
3162807,MG,São João Evangelista,40.0,56.0
3162906,MG,São João Nepomuceno,90.0,102.0
3162922,MG,São Joaquim de Bicas,27.0,33.0
3162948,MG,São José da Barra,135.0,268.0
3162955,MG,São José da Lapa,9.0,11.0
3163003,MG,São José da Safira,7.0,10.0
3163102,MG,São José da Varginha,88.0,121.0
3163201,MG,São José do Alegre,32.0,41.0
3163300,MG,São José do Divino,9.0,12.0
3163409,MG,São José do Goiabal,13.0,15.0
3163508,MG,São José do Jacuri,16.0,17.0
3163607,MG,São José do Mantimento,19.0,21.0
3163706,MG,São Lourenço,12.0,15.0
3163805,MG,São Miguel do Anta,114.0,125.0
3163904,MG,São Pedro da União,357.0,514.0
3164001,MG,São Pedro dos Ferros,31.0,42.0
3164100,MG,São Pedro do Suaçuí,26.0,34.0
3164209,MG,São Romão,62.0,177.0
3164308,MG,São Roque de Minas,386.0,715.0
3164407,MG,São Sebastião da Bela Vista,88.0,130.0
3164431,MG,São Sebastião da Vargem Alegre,104.0,105.0
3164472,MG,São Sebastião do Anta,19.0,22.0
3164506,MG,São Sebastião do Maranhão,14.0,14.0
3164605,MG,São Sebastião do Oeste,136.0,160.0
3164704,MG,São Sebastião do Paraíso,621.0,1278.0
3164803,MG,São Sebastião do Rio Preto,4.0,6.0
3164902,MG,São Sebastião do Rio Verde,22.0,28.0
3165008,MG,São Tiago,115.0,152.0
3165107,MG,São Tomás de Aquino,278.0,589.0
3165206,MG,São Tomé das Letras,84.0,132.0
3165305,MG,São Vicente de Minas,102.0,182.0
3165404,MG,Sapucaí-Mirim,45.0,
3165503,MG,Sardoá,4.0,
3165537,MG,Sarzedo,29.0,40.0
3165552,MG,Setubinha,35.0,54.0
3165560,MG,Sem-Peixe,12.0,14.0
3165578,MG,Senador Amaral,219.0,270.0
3165602,MG,Senador Cortes,18.0,26.0
3165701,MG,Senador Firmino,40.0,48.0
3165800,MG,Senador José Bento,55.0,66.0
3165909,MG,Senador Modestino Gonçalves,30.0,36.0
3166006,MG,Senhora de Oliveira,15.0,19.0
3166105,MG,Senhora do Porto,1.0,
3166204,MG,Senhora dos Remédios,45.0,54.0
3166303,MG,Sericita,16.0,16.0
3166402,MG,Seritinga,16.0,22.0
3166501,MG,Serra Azul de Minas,8.0,
3166600,MG,Serra da Saudade,33.0,36.0
3166709,MG,Serra dos Aimorés,16.0,33.0
3166808,MG,Serra do Salitre,466.0,1199.0
3166907,MG,Serrania,92.0,246.0
3166956,MG,Serranópolis de Minas,30.0,35.0
3167004,MG,Serranos,37.0,63.0
3167103,MG,Serro,59.0,67.0
3167202,MG,Sete Lagoas,106.0,171.0
3167301,MG,Silveirânia,20.0,
3167400,MG,Silvianópolis,150.0,227.0
3167509,MG,Simão Pereira,25.0,33.0
3167608,MG,Simonésia,94.0,104.0
3167707,MG,Sobrália,23.0,26.0
3167806,MG,Soledade de Minas,42.0,61.0
3167905,MG,Tabuleiro,19.0,23.0
3168002,MG,Taiobeiras,61.0,110.0
3168051,MG,Taparuba,29.0,
3168101,MG,Tapira,155.0,331.0
3168200,MG,Tapiraí,51.0,102.0
3168309,MG,Taquaraçu de Minas,30.0,38.0
3168408,MG,Tarumirim,47.0,50.0
3168507,MG,Teixeiras,38.0,46.0
3168606,MG,Teófilo Otoni,216.0,270.0
3168705,MG,Timóteo,1.0,
3168804,MG,Tiradentes,25.0,26.0
3168903,MG,Tiros,123.0,308.0
3169000,MG,Tocantins,131.0,149.0
3169059,MG,Tocos do Moji,166.0,178.0
3169109,MG,Toledo,210.0,264.0
3169208,MG,Tombos,48.0,57.0
3169307,MG,Três Corações,449.0,878.0
3169356,MG,Três Marias,100.0,159.0
3169406,MG,Três Pontas,571.0,1187.0
3169505,MG,Tumiritinga,26.0,31.0
3169604,MG,Tupaciguara,269.0,722.0
3169703,MG,Turmalina,52.0,101.0
3169802,MG,Turvolândia,289.0,387.0
3169901,MG,Ubá,70.0,87.0
3170008,MG,Ubaí,58.0,69.0
3170057,MG,Ubaporanga,39.0,50.0
3170107,MG,Uberaba,844.0,2121.0
3170206,MG,Uberlândia,959.0,1775.0
3170305,MG,Umburatiba,9.0,14.0
3170404,MG,Unaí,819.0,2027.0
3170438,MG,União de Minas,205.0,288.0
3170479,MG,Uruana de Minas,26.0,57.0
3170503,MG,Urucânia,27.0,62.0
3170529,MG,Urucuia,146.0,214.0
3170578,MG,Vargem Alegre,11.0,11.0
3170602,MG,Vargem Bonita,82.0,173.0
3170651,MG,Vargem Grande do Rio Pardo,30.0,48.0
3170701,MG,Varginha,297.0,615.0
3170750,MG,Varjão de Minas,54.0,252.0
3170800,MG,Várzea da Palma,204.0,400.0
3170909,MG,Varzelândia,29.0,42.0
3171006,MG,Vazante,288.0,409.0
3171030,MG,Verdelândia,116.0,198.0
3171071,MG,Veredinha,29.0,47.0
3171105,MG,Veríssimo,158.0,249.0
3171154,MG,Vermelho Novo,40.0,
3171204,MG,Vespasiano,3.0,3.0
3171303,MG,Viçosa,87.0,114.0
3171402,MG,Vieiras,30.0,30.0
3171501,MG,Mathias Lobato,19.0,26.0
3171600,MG,Virgem da Lapa,17.0,25.0
3171709,MG,Virgínia,75.0,89.0
3171808,MG,Virginópolis,60.0,69.0
3171907,MG,Virgolândia,13.0,14.0
3172004,MG,Visconde do Rio Branco,84.0,92.0
3172103,MG,Volta Grande,38.0,55.0
3172202,MG,Wenceslau Braz,12.0,21.0
3200102,ES,Afonso Cláudio,763.0,862.0
3200136,ES,Águia Branca,59.0,63.0
3200169,ES,Água Doce do Norte,12.0,12.0
3200201,ES,Alegre,66.0,77.0
3200300,ES,Alfredo Chaves,330.0,422.0
3200359,ES,Alto Rio Novo,22.0,26.0
3200409,ES,Anchieta,60.0,77.0
3200508,ES,Apiacá,11.0,12.0
3200607,ES,Aracruz,318.0,761.0
3200706,ES,Atílio Vivácqua,23.0,41.0
3200805,ES,Baixo Guandu,103.0,133.0
3200904,ES,Barra de São Francisco,64.0,76.0
3201001,ES,Boa Esperança,208.0,623.0
3201100,ES,Bom Jesus do Norte,10.0,12.0
3201159,ES,Brejetuba,99.0,145.0
3201209,ES,Cachoeiro de Itapemirim,120.0,153.0
3201308,ES,Cariacica,48.0,57.0
3201407,ES,Castelo,168.0,200.0
3201506,ES,Colatina,522.0,594.0
3201605,ES,Conceição da Barra,105.0,189.0
3201704,ES,Conceição do Castelo,173.0,195.0
3201803,ES,Divino de São Lourenço,101.0,109.0
3201902,ES,Domingos Martins,1387.0,1537.0
3202009,ES,Dores do Rio Preto,148.0,174.0
3202108,ES,Ecoporanga,124.0,171.0
3202207,ES,Fundão,52.0,61.0
3202256,ES,Governador Lindenberg,149.0,
3202306,ES,Guaçuí,181.0,194.0
3202405,ES,Guarapari,48.0,55.0
3202454,ES,Ibatiba,182.0,204.0
3202504,ES,Ibiraçu,50.0,57.0
3202553,ES,Ibitirama,205.0,224.0
3202603,ES,Iconha,9.0,10.0
3202652,ES,Irupi,138.0,150.0
3202702,ES,Itaguaçu,276.0,292.0
3202801,ES,Itapemirim,72.0,108.0
3202900,ES,Itarana,653.0,752.0
3203007,ES,Iúna,195.0,
3203056,ES,Jaguaré,585.0,963.0
3203106,ES,Jerônimo Monteiro,18.0,23.0
3203130,ES,João Neiva,56.0,61.0
3203163,ES,Laranja da Terra,576.0,608.0
3203205,ES,Linhares,918.0,1751.0
3203304,ES,Mantenópolis,52.0,
3203320,ES,Marataízes,45.0,59.0
3203346,ES,Marechal Floriano,193.0,214.0
3203353,ES,Marilândia,132.0,165.0
3203403,ES,Mimoso do Sul,76.0,92.0
3203502,ES,Montanha,200.0,381.0
3203601,ES,Mucurici,37.0,55.0
3203700,ES,Muniz Freire,166.0,180.0
3203809,ES,Muqui,22.0,
3203908,ES,Nova Venécia,288.0,363.0
3204005,ES,Pancas,109.0,125.0
3204054,ES,Pedro Canário,100.0,214.0
3204104,ES,Pinheiros,181.0,421.0
3204203,ES,Piúma,10.0,15.0
3204252,ES,Ponto Belo,10.0,15.0
3204302,ES,Presidente Kennedy,82.0,113.0
3204351,ES,Rio Bananal,304.0,409.0
3204401,ES,Rio Novo do Sul,22.0,29.0
3204500,ES,Santa Leopoldina,918.0,991.0
3204559,ES,Santa Maria de Jetibá,2732.0,3243.0
3204609,ES,Santa Teresa,533.0,604.0
3204658,ES,São Domingos do Norte,54.0,69.0
3204708,ES,São Gabriel da Palha,230.0,262.0
3204807,ES,São José do Calçado,30.0,35.0
3204906,ES,São Mateus,772.0,1250.0
3204955,ES,São Roque do Canaã,356.0,405.0
3205002,ES,Serra,62.0,91.0
3205010,ES,Sooretama,318.0,578.0
3205036,ES,Vargem Alta,59.0,62.0
3205069,ES,Venda Nova do Imigrante,297.0,376.0
3205101,ES,Viana,92.0,119.0
3205150,ES,Vila Pavão,105.0,109.0
3205176,ES,Vila Valério,360.0,497.0
3205200,ES,Vila Velha,65.0,
3205309,ES,Vitória,2.0,
3300100,RJ,Angra dos Reis,14.0,16.0
3300159,RJ,Aperibé,6.0,7.0
3300209,RJ,Araruama,130.0,198.0
3300225,RJ,Areal,26.0,36.0
3300233,RJ,Armação dos Búzios,3.0,3.0
3300258,RJ,Arraial do Cabo,,
3300308,RJ,Barra do Piraí,63.0,93.0
3300407,RJ,Barra Mansa,69.0,86.0
3300456,RJ,Belford Roxo,1.0,
3300506,RJ,Bom Jardim,229.0,266.0
3300605,RJ,Bom Jesus do Itabapoana,98.0,111.0
3300704,RJ,Cabo Frio,56.0,74.0
3300803,RJ,Cachoeiras de Macacu,463.0,686.0
3300902,RJ,Cambuci,63.0,73.0
3300936,RJ,Carapebus,67.0,88.0
3300951,RJ,Comendador Levy Gasparian,16.0,18.0
3301009,RJ,Campos dos Goytacazes,692.0,931.0
3301108,RJ,Cantagalo,88.0,120.0
3301157,RJ,Cardoso Moreira,33.0,53.0
3301207,RJ,Carmo,34.0,45.0
3301306,RJ,Casimiro de Abreu,63.0,108.0
3301405,RJ,Conceição de Macabu,51.0,65.0
3301504,RJ,Cordeiro,20.0,27.0
3301603,RJ,Duas Barras,79.0,93.0
3301702,RJ,Duque de Caxias,47.0,55.0
3301801,RJ,Engenheiro Paulo de Frontin,16.0,18.0
3301850,RJ,Guapimirim,49.0,103.0
3301876,RJ,Iguaba Grande,7.0,
3301900,RJ,Itaboraí,44.0,70.0
3302007,RJ,Itaguaí,76.0,103.0
3302056,RJ,Italva,16.0,23.0
3302106,RJ,Itaocara,55.0,74.0
3302205,RJ,Itaperuna,140.0,173.0
3302254,RJ,Itatiaia,13.0,
3302270,RJ,Japeri,36.0,42.0
3302304,RJ,Laje do Muriaé,27.0,33.0
3302403,RJ,Macaé,116.0,197.0
3302452,RJ,Macuco,12.0,18.0
3302502,RJ,Magé,172.0,233.0
3302601,RJ,Mangaratiba,15.0,22.0
3302700,RJ,Maricá,36.0,45.0
3302809,RJ,Mendes,7.0,7.0
3302858,RJ,Mesquita,,
3302908,RJ,Miguel Pereira,16.0,
3303005,RJ,Miracema,28.0,35.0
3303104,RJ,Natividade,53.0,83.0
3303302,RJ,Niterói,2.0,
3303401,RJ,Nova Friburgo,715.0,829.0
3303500,RJ,Nova Iguaçu,30.0,
3303609,RJ,Paracambi,19.0,25.0
3303708,RJ,Paraíba do Sul,91.0,124.0
3303807,RJ,Paraty,16.0,19.0
3303856,RJ,Paty do Alferes,76.0,93.0
3303906,RJ,Petrópolis,271.0,340.0
3303955,RJ,Pinheiral,12.0,
3304003,RJ,Piraí,48.0,89.0
3304102,RJ,Porciúncula,100.0,123.0
3304110,RJ,Porto Real,11.0,
3304128,RJ,Quatis,37.0,47.0
3304144,RJ,Queimados,5.0,5.0
3304151,RJ,Quissamã,74.0,109.0
3304201,RJ,Resende,81.0,98.0
3304300,RJ,Rio Bonito,59.0,
3304409,RJ,Rio Claro,65.0,91.0
3304508,RJ,Rio das Flores,60.0,76.0
3304524,RJ,Rio das Ostras,36.0,42.0
3304557,RJ,Rio de Janeiro,92.0,127.0
3304607,RJ,Santa Maria Madalena,64.0,71.0
3304706,RJ,Santo Antônio de Pádua,46.0,62.0
3304755,RJ,São Francisco de Itabapoana,330.0,433.0
3304805,RJ,São Fidélis,52.0,78.0
3304904,RJ,São Gonçalo,15.0,22.0
3305000,RJ,São João da Barra,52.0,64.0
3305109,RJ,São João de Meriti,,
3305133,RJ,São José de Ubá,41.0,52.0
3305158,RJ,São José do Vale do Rio Preto,112.0,144.0
3305208,RJ,São Pedro da Aldeia,34.0,50.0
3305307,RJ,São Sebastião do Alto,30.0,37.0
3305406,RJ,Sapucaia,84.0,106.0
3305505,RJ,Saquarema,50.0,90.0
3305554,RJ,Seropédica,79.0,116.0
3305604,RJ,Silva Jardim,132.0,200.0
3305703,RJ,Sumidouro,650.0,824.0
3305752,RJ,Tanguá,43.0,53.0
3305802,RJ,Teresópolis,705.0,806.0
3305901,RJ,Trajano de Moraes,33.0,36.0
3306008,RJ,Três Rios,64.0,88.0
3306107,RJ,Valença,149.0,191.0
3306156,RJ,Varre-Sai,114.0,121.0
3306206,RJ,Vassouras,64.0,112.0
3306305,RJ,Volta Redonda,18.0,20.0
3500105,SP,Adamantina,199.0,338.0
3500204,SP,Adolfo,19.0,80.0
3500303,SP,Aguaí,314.0,794.0
3500402,SP,Águas da Prata,64.0,115.0
3500501,SP,Águas de Lindóia,32.0,50.0
3500550,SP,Águas de Santa Bárbara,91.0,249.0
3500709,SP,Agudos,126.0,303.0
3500758,SP,Alambari,97.0,157.0
3500808,SP,Alfredo Marcondes,67.0,89.0
3500907,SP,Altair,55.0,178.0
3501004,SP,Altinópolis,202.0,644.0
3501103,SP,Alto Alegre,190.0,305.0
3501152,SP,Alumínio,5.0,7.0
3501202,SP,Álvares Florence,219.0,295.0
3501301,SP,Álvares Machado,263.0,341.0
3501400,SP,Álvaro de Carvalho,42.0,91.0
3501509,SP,Alvinlândia,28.0,59.0
3501608,SP,Americana,15.0,22.0
3501707,SP,Américo Brasiliense,8.0,332.0
3501806,SP,Américo de Campos,102.0,131.0
3501905,SP,Amparo,329.0,548.0
3502002,SP,Analândia,77.0,170.0
3502101,SP,Andradina,253.0,456.0
3502200,SP,Angatuba,356.0,641.0
3502309,SP,Anhembi,105.0,351.0
3502408,SP,Anhumas,79.0,124.0
3502507,SP,Aparecida,20.0,27.0
3502606,SP,Aparecida d'Oeste,132.0,182.0
3502705,SP,Apiaí,171.0,263.0
3502754,SP,Araçariguama,4.0,
3502804,SP,Araçatuba,414.0,737.0
3502903,SP,Araçoiaba da Serra,195.0,309.0
3503000,SP,Aramina,44.0,112.0
3503109,SP,Arandu,116.0,284.0
3503158,SP,Arapeí,17.0,21.0
3503208,SP,Araraquara,276.0,399.0
3503307,SP,Araras,250.0,862.0
3503356,SP,Arco-Íris,92.0,145.0
3503406,SP,Arealva,256.0,393.0
3503505,SP,Areias,28.0,46.0
3503604,SP,Areiópolis,10.0,158.0
3503703,SP,Ariranha,71.0,420.0
3503802,SP,Artur Nogueira,325.0,539.0
3503901,SP,Arujá,81.0,
3503950,SP,Aspásia,88.0,139.0
3504008,SP,Assis,185.0,325.0
3504107,SP,Atibaia,359.0,604.0
3504206,SP,Auriflama,161.0,273.0
3504305,SP,Avaí,126.0,243.0
3504404,SP,Avanhandava,64.0,187.0
3504503,SP,Avaré,377.0,827.0
3504602,SP,Bady Bassitt,86.0,112.0
3504701,SP,Balbinos,31.0,56.0
3504800,SP,Bálsamo,109.0,157.0
3504909,SP,Bananal,50.0,60.0
3505005,SP,Barão de Antonina,56.0,67.0
3505104,SP,Barbosa,41.0,63.0
3505203,SP,Bariri,266.0,646.0
3505302,SP,Barra Bonita,24.0,56.0
3505351,SP,Barra do Chapéu,93.0,118.0
3505401,SP,Barra do Turvo,25.0,28.0
3505500,SP,Barretos,633.0,1324.0
3505609,SP,Barrinha,13.0,44.0
3505807,SP,Bastos,170.0,493.0
3505906,SP,Batatais,297.0,1117.0
3506003,SP,Bauru,184.0,319.0
3506102,SP,Bebedouro,360.0,823.0
3506201,SP,Bento de Abreu,25.0,68.0
3506300,SP,Bernardino de Campos,106.0,237.0
3506359,SP,Bertioga,,
3506409,SP,Bilac,93.0,147.0
3506508,SP,Birigui,334.0,565.0
3506607,SP,Biritiba Mirim,276.0,591.0
3506706,SP,Boa Esperança do Sul,91.0,340.0
3506805,SP,Bocaina,65.0,142.0
3506904,SP,Bofete,92.0,154.0
3507001,SP,Boituva,105.0,213.0
3507100,SP,Bom Jesus dos Perdões,33.0,39.0
3507159,SP,Bom Sucesso de Itararé,31.0,50.0
3507209,SP,Borá,24.0,69.0
3507308,SP,Boracéia,42.0,100.0
3507407,SP,Borborema,243.0,440.0
3507456,SP,Borebi,30.0,101.0
3507506,SP,Botucatu,232.0,849.0
3507605,SP,Bragança Paulista,316.0,587.0
3507704,SP,Braúna,77.0,134.0
3507753,SP,Brejo Alegre,59.0,140.0
3507803,SP,Brodowski,99.0,237.0
3507902,SP,Brotas,255.0,750.0
3508009,SP,Buri,269.0,656.0
3508108,SP,Buritama,110.0,329.0
3508207,SP,Buritizal,76.0,188.0
3508306,SP,Cabrália Paulista,61.0,116.0
3508405,SP,Cabreúva,50.0,98.0
3508504,SP,Caçapava,68.0,145.0
3508603,SP,Cachoeira Paulista,67.0,93.0
3508702,SP,Caconde,554.0,791.0
3508801,SP,Cafelândia,162.0,422.0
3508900,SP,Caiabu,45.0,55.0
3509007,SP,Caieiras,2.0,
3509106,SP,Caiuá,162.0,212.0
3509205,SP,Cajamar,6.0,
3509254,SP,Cajati,88.0,185.0
3509304,SP,Cajobi,99.0,217.0
3509403,SP,Cajuru,265.0,420.0
3509452,SP,Campina do Monte Alegre,71.0,164.0
3509502,SP,Campinas,332.0,605.0
3509601,SP,Campo Limpo Paulista,4.0,8.0
3509700,SP,Campos do Jordão,6.0,7.0
3509809,SP,Campos Novos Paulista,111.0,282.0
3509908,SP,Cananéia,21.0,34.0
3509957,SP,Canas,16.0,21.0
3510005,SP,Cândido Mota,244.0,667.0
3510104,SP,Cândido Rodrigues,114.0,211.0
3510153,SP,Canitar,10.0,40.0
3510203,SP,Capão Bonito,425.0,952.0
3510302,SP,Capela do Alto,74.0,146.0
3510401,SP,Capivari,87.0,238.0
3510500,SP,Caraguatatuba,34.0,54.0
3510708,SP,Cardoso,120.0,200.0
3510807,SP,Casa Branca,318.0,1071.0
3510906,SP,Cássia dos Coqueiros,141.0,222.0
3511003,SP,Castilho,215.0,326.0
3511102,SP,Catanduva,112.0,391.0
3511201,SP,Catiguá,29.0,70.0
3511300,SP,Cedral,166.0,256.0
3511409,SP,Cerqueira César,184.0,405.0
3511508,SP,Cerquilho,96.0,317.0
3511607,SP,Cesário Lange,82.0,169.0
3511706,SP,Charqueada,55.0,139.0
3511904,SP,Clementina,47.0,373.0
3512001,SP,Colina,115.0,397.0
3512100,SP,Colômbia,133.0,535.0
3512209,SP,Conchal,246.0,497.0
3512308,SP,Conchas,162.0,240.0
3512407,SP,Cordeirópolis,77.0,131.0
3512506,SP,Coroados,147.0,268.0
3512605,SP,Coronel Macedo,124.0,269.0
3512704,SP,Corumbataí,186.0,279.0
3512803,SP,Cosmópolis,98.0,216.0
3512902,SP,Cosmorama,239.0,318.0
3513009,SP,Cotia,120.0,196.0
3513108,SP,Cravinhos,78.0,275.0
3513207,SP,Cristais Paulista,247.0,604.0
3513306,SP,Cruzália,63.0,184.0
3513405,SP,Cruzeiro,35.0,52.0
3513504,SP,Cubatão,,
3513603,SP,Cunha,215.0,254.0
3513702,SP,Descalvado,223.0,603.0
3513801,SP,Diadema,,
3513850,SP,Dirce Reis,31.0,35.0
3513900,SP,Divinolândia,330.0,484.0
3514007,SP,Dobrada,20.0,133.0
3514106,SP,Dois Córregos,227.0,632.0
3514205,SP,Dolcinópolis,46.0,81.0
3514304,SP,Dourado,51.0,121.0
3514403,SP,Dracena,161.0,231.0
3514502,SP,Duartina,86.0,154.0
3514601,SP,Dumont,33.0,195.0
3514700,SP,Echaporã,117.0,275.0
3514809,SP,Eldorado,170.0,282.0
3514908,SP,Elias Fausto,181.0,299.0
3514924,SP,Elisiário,26.0,66.0
3514957,SP,Embaúba,43.0,103.0
3515004,SP,Embu das Artes,14.0,26.0
3515103,SP,Embu-Guaçu,53.0,91.0
3515129,SP,Emilianópolis,81.0,105.0
3515152,SP,Engenheiro Coelho,146.0,290.0
3515186,SP,Espírito Santo do Pinhal,298.0,592.0
3515194,SP,Espírito Santo do Turvo,47.0,118.0
3515202,SP,Estrela d'Oeste,151.0,278.0
3515301,SP,Estrela do Norte,39.0,49.0
3515350,SP,Euclides da Cunha Paulista,123.0,157.0
3515400,SP,Fartura,217.0,345.0
3515509,SP,Fernandópolis,237.0,424.0
3515608,SP,Fernando Prestes,243.0,413.0
3515657,SP,Fernão,81.0,121.0
3515707,SP,Ferraz de Vasconcelos,7.0,9.0
3515806,SP,Flora Rica,43.0,64.0
3515905,SP,Floreal,78.0,90.0
3516002,SP,Flórida Paulista,179.0,300.0
3516101,SP,Florínea,37.0,128.0
3516200,SP,Franca,274.0,708.0
3516309,SP,Francisco Morato,1.0,
3516408,SP,Franco da Rocha,15.0,
3516507,SP,Gabriel Monteiro,77.0,121.0
3516606,SP,Gália,144.0,324.0
3516705,SP,Garça,318.0,692.0
3516804,SP,Gastão Vidigal,62.0,104.0
3516853,SP,Gavião Peixoto,42.0,197.0
3516903,SP,General Salgado,179.0,368.0
3517000,SP,Getulina,111.0,224.0
3517109,SP,Glicério,104.0,212.0
3517208,SP,Guaiçara,72.0,132.0
3517307,SP,Guaimbê,62.0,145.0
3517406,SP,Guaíra,196.0,1028.0
3517505,SP,Guapiaçu,217.0,407.0
3517604,SP,Guapiara,316.0,417.0
3517703,SP,Guará,72.0,166.0
3517802,SP,Guaraçaí,163.0,326.0
3517901,SP,Guaraci,106.0,342.0
3518008,SP,Guarani d'Oeste,30.0,52.0
3518107,SP,Guarantã,129.0,244.0
3518206,SP,Guararapes,193.0,433.0
3518305,SP,Guararema,117.0,180.0
3518404,SP,Guaratinguetá,183.0,323.0
3518503,SP,Guareí,301.0,406.0
3518602,SP,Guariba,25.0,172.0
3518701,SP,Guarujá,5.0,
3518800,SP,Guarulhos,46.0,63.0
3518859,SP,Guatapará,97.0,195.0
